id,cve_id,commit_url,project_name,commit_id,repo_url
6662,CVE-2020-36628,https://github.com/Calsign/APDE/commit/c6d64cbe465348c1bfd211122d89e3117afadecf,APDE,c6d64cbe465348c1bfd211122d89e3117afadecf,https://github.com//Calsign/APDE
6663,CVE-2020-36629,https://github.com/SimbCo/httpster/commit/d3055b3e30b40b65d30c5a06d6e053dffa7f35d0,httpster,d3055b3e30b40b65d30c5a06d6e053dffa7f35d0,https://github.com//SimbCo/httpster
6664,CVE-2020-36630,https://github.com/FreePBX/cdr/commit/f1a9eea2dfff30fb99d825bac194a676a82b9ec8,cdr,f1a9eea2dfff30fb99d825bac194a676a82b9ec8,https://github.com//FreePBX/cdr
6665,CVE-2020-36631,https://github.com/barronwaffles/dwc_network_server_emulator/commit/f70eb21394f75019886fbc2fb536de36161ba422,dwc_network_server_emulator,f70eb21394f75019886fbc2fb536de36161ba422,https://github.com//barronwaffles/dwc_network_server_emulator
6666,CVE-2020-36632,https://github.com/hughsk/flat/commit/20ef0ef55dfa028caddaedbcb33efbdb04d18e13,flat,20ef0ef55dfa028caddaedbcb33efbdb04d18e13,https://github.com//hughsk/flat
6667,CVE-2020-36633,https://github.com/eberhardt/moodle-block_sitenews/commit/cd18d8b1afe464ae6626832496f4e070bac4c58f,moodle-block_sitenews,cd18d8b1afe464ae6626832496f4e070bac4c58f,https://github.com//eberhardt/moodle-block_sitenews
6668,CVE-2020-36634,https://github.com/indeedeng/util/commit/c0952a9db51a880e9544d9fac2a2218a6bfc9c63,util,c0952a9db51a880e9544d9fac2a2218a6bfc9c63,https://github.com//indeedeng/util
6669,CVE-2020-36635,https://github.com/openmrs/openmrs-module-appointmentscheduling/commit/34213c3f6ea22df427573076fb62744694f601d8,openmrs-module-appointmentscheduling,34213c3f6ea22df427573076fb62744694f601d8,https://github.com//openmrs/openmrs-module-appointmentscheduling
6670,CVE-2020-36636,https://github.com/openmrs/openmrs-module-adminui/commit/702fbfdac7c4418f23bb5f6452482b4a88020061,openmrs-module-adminui,702fbfdac7c4418f23bb5f6452482b4a88020061,https://github.com//openmrs/openmrs-module-adminui
6671,CVE-2020-36637,https://github.com/Chris92de/AdminServ/commit/3ed17dab3b4d6e8bf1c82ddfbf882314365e9cd7,AdminServ,3ed17dab3b4d6e8bf1c82ddfbf882314365e9cd7,https://github.com//Chris92de/AdminServ
6672,CVE-2020-36638,https://github.com/Chris92de/AdminServ/commit/9a45087814295de6fb3a3fe38f96293665234da1,AdminServ,9a45087814295de6fb3a3fe38f96293665234da1,https://github.com//Chris92de/AdminServ
6673,CVE-2020-36639,https://github.com/alliedmodders/amxmodx/commit/a5f2b5539f6d61050b68df8b22ebb343a2862681,amxmodx,a5f2b5539f6d61050b68df8b22ebb343a2862681,https://github.com//alliedmodders/amxmodx
6674,CVE-2020-36640,https://github.com/bonitasoft/bonita-connector-webservice/commit/a12ad691c05af19e9061d7949b6b828ce48815d5,bonita-connector-webservice,a12ad691c05af19e9061d7949b6b828ce48815d5,https://github.com//bonitasoft/bonita-connector-webservice
