id,cve_id,commit_url,project_name,commit_id,repo_url,parent_commit_id
13363,CVE-2023-4978,https://github.com/librenms/librenms/commit/e4c46a45364cb944b94abf9b83f0558b2c4c2fb7,librenms,e4c46a45364cb944b94abf9b83f0558b2c4c2fb7,https://github.com//librenms/librenms,1194934d31c795a3f6877a96ffaa34b1f475bdd0
13364,CVE-2023-49781,https://github.com/nocodb/nocodb/commit/7f58ce3726dfec71537d8b80474a0f95a48a1574,nocodb,7f58ce3726dfec71537d8b80474a0f95a48a1574,https://github.com//nocodb/nocodb,b346569a26b38c7270a705c625db13b22b1dabf7
13365,CVE-2023-49786,https://github.com/asterisk/asterisk/commit/d7d7764cb07c8a1872804321302ef93bf62cba05,asterisk,d7d7764cb07c8a1872804321302ef93bf62cba05,https://github.com//asterisk/asterisk,424be345639d75c6cb7d0bd2da5f0f407dbd0bd5
13366,CVE-2023-4979,https://github.com/librenms/librenms/commit/49d66fa31b43acef02eaa09ee9af15fe7e16cd03,librenms,49d66fa31b43acef02eaa09ee9af15fe7e16cd03,https://github.com//librenms/librenms,a1eb90fe69ecf6e10f8efb9b3d3a6588037ede5b
13367,CVE-2023-49795,https://github.com/mindsdb/mindsdb/commit/8d13c9c28ebcf3b36509eb679378004d4648d8fe,mindsdb,8d13c9c28ebcf3b36509eb679378004d4648d8fe,https://github.com//mindsdb/mindsdb,62d2cff43037e6f4c05c07c7d7320631ed48c21d
13368,CVE-2023-49796,https://github.com/mindsdb/mindsdb/commit/8d13c9c28ebcf3b36509eb679378004d4648d8fe,mindsdb,8d13c9c28ebcf3b36509eb679378004d4648d8fe,https://github.com//mindsdb/mindsdb,62d2cff43037e6f4c05c07c7d7320631ed48c21d
13369,CVE-2023-49798,https://github.com/OpenZeppelin/openzeppelin-contracts/commit/88ac712e06832bce73b41e8166cded2729e25205,openzeppelin-contracts,88ac712e06832bce73b41e8166cded2729e25205,https://github.com//OpenZeppelin/openzeppelin-contracts,a83918df1491d9c6a642a16f8c9a8ff93bf042cc
13370,CVE-2023-4980,https://github.com/librenms/librenms/commit/cfd642be6a1e988453bd63069d17db3664e7de97,librenms,cfd642be6a1e988453bd63069d17db3664e7de97,https://github.com//librenms/librenms,03c4da62c8acde0a82acbb4a445ae866ebfdd3f7
13371,CVE-2023-49801,https://github.com/Lif-Platforms/Lif-Auth-Server/commit/c235bcc2ee65e4a0dfb10284cf2cbc750213efeb,Lif-Auth-Server,c235bcc2ee65e4a0dfb10284cf2cbc750213efeb,https://github.com//Lif-Platforms/Lif-Auth-Server,ffb704bf417213afc59cab9d74e5da0a5ead2a93
13372,CVE-2023-49802,https://github.com/mantisbt-plugins/LinkedCustomFields/commit/30e5ae751e40d7ae18bfd794fd48671477b3d286,LinkedCustomFields,30e5ae751e40d7ae18bfd794fd48671477b3d286,https://github.com//mantisbt-plugins/LinkedCustomFields,d7a51ffd8426de113d0db42f1a356a9d1ba93910
13373,CVE-2023-49803,https://github.com/koajs/cors/commit/f31dac99f5355c41e7d4dd3c4a80c5f154941a11,cors,f31dac99f5355c41e7d4dd3c4a80c5f154941a11,https://github.com//koajs/cors,0f3f948b9b8f00163a47de1b82e413bfef9b4a96
13374,CVE-2023-49804,https://github.com/louislam/uptime-kuma/commit/482049c72b3a650c7bc5c26c2f4d57a21c0e0aa0,uptime-kuma,482049c72b3a650c7bc5c26c2f4d57a21c0e0aa0,https://github.com//louislam/uptime-kuma,2815cc73cfd9d8ced889e00e72899708220d184f
13375,CVE-2023-49805,https://github.com/louislam/uptime-kuma/commit/2815cc73cfd9d8ced889e00e72899708220d184f,uptime-kuma,2815cc73cfd9d8ced889e00e72899708220d184f,https://github.com//louislam/uptime-kuma,e1147c06aa5adf9eb3c7d4d29ae8ab20cddec5de
13376,CVE-2023-4981,https://github.com/librenms/librenms/commit/03c4da62c8acde0a82acbb4a445ae866ebfdd3f7,librenms,03c4da62c8acde0a82acbb4a445ae866ebfdd3f7,https://github.com//librenms/librenms,e4c46a45364cb944b94abf9b83f0558b2c4c2fb7
13377,CVE-2023-4982,https://github.com/librenms/librenms/commit/2c5960631c49f7414f61b6d4dcd305b07da05769,librenms,2c5960631c49f7414f61b6d4dcd305b07da05769,https://github.com//librenms/librenms,cfd642be6a1e988453bd63069d17db3664e7de97
13378,CVE-2023-49926,https://github.com/MISP/MISP/commit/dc73287ee2000476e3a5800ded402825ca10f7e8,MISP,dc73287ee2000476e3a5800ded402825ca10f7e8,https://github.com//MISP/MISP,9d15554ba8b919fc4c8e194b008873b2b31c4d3c
13379,CVE-2023-50007,https://github.com/FFmpeg/FFmpeg/commit/b1942734c7cbcdc9034034373abcc9ecb9644c47,FFmpeg,b1942734c7cbcdc9034034373abcc9ecb9644c47,https://github.com//FFmpeg/FFmpeg,4671fb7dfb8e72b228e04f3b81da7f2003c62240
13380,CVE-2023-50008,https://github.com/FFmpeg/FFmpeg/commit/5f87a68cf70dafeab2fb89b42e41a4c29053b89b,FFmpeg,5f87a68cf70dafeab2fb89b42e41a4c29053b89b,https://github.com//FFmpeg/FFmpeg,f1f973313b6edc460339c2dfa4675dd3ad72fe98
13381,CVE-2023-50019,https://github.com/open5gs/open5gs/commit/7278714133422cee46c32c7523f81ec2cecad9e2,open5gs,7278714133422cee46c32c7523f81ec2cecad9e2,https://github.com//open5gs/open5gs,a19dcde05a9158426aeba0ffbcb267995bee29b0
13383,CVE-2023-50229,https://github.com/bluez/bluez/commit/5ab5352531a9cc7058cce569607f3a6831464443,bluez,5ab5352531a9cc7058cce569607f3a6831464443,https://github.com//bluez/bluez,a2d47ef0522663fbd3887d198196647e28d2cf3c
13384,CVE-2023-50230,https://github.com/bluez/bluez/commit/5ab5352531a9cc7058cce569607f3a6831464443,bluez,5ab5352531a9cc7058cce569607f3a6831464443,https://github.com//bluez/bluez,a2d47ef0522663fbd3887d198196647e28d2cf3c
13385,CVE-2023-50245,https://github.com/afichet/openexr-viewer/commit/d0a7e85dfeb519951fb8a8d70f73f30d41cdd3d9,openexr-viewer,d0a7e85dfeb519951fb8a8d70f73f30d41cdd3d9,https://github.com//afichet/openexr-viewer,70cc9412ef3c713f74dbd78761971e2a09bcb580
13386,CVE-2023-50246,https://github.com/jqlang/jq/commit/71c2ab509a8628dbbad4bc7b3f98a64aa90d3297,jq,71c2ab509a8628dbbad4bc7b3f98a64aa90d3297,https://github.com//jqlang/jq,c9a51565214eece8f1053089739aea73145bfd6b
13387,CVE-2023-50247,https://github.com/h2o/h2o/commit/d67e81d03be12a9d53dc8271af6530f40164cd35,h2o,d67e81d03be12a9d53dc8271af6530f40164cd35,https://github.com//h2o/h2o,35760540337a47e5150da0f4a66a609fad2ef0ab
13388,CVE-2023-50248,https://github.com/ckan/ckan/commit/bd02018b65c5b81d7ede195d00d0fcbac3aa33be,ckan,bd02018b65c5b81d7ede195d00d0fcbac3aa33be,https://github.com//ckan/ckan,4974db6b05b4bf4bcb95f7f1216618e6105dbc05
13389,CVE-2023-50249,https://github.com/getsentry/sentry-javascript/commit/fe24eb5eefa9d27b14b2b6f9ebd1debca1c208fb,sentry-javascript,fe24eb5eefa9d27b14b2b6f9ebd1debca1c208fb,https://github.com//getsentry/sentry-javascript,35f177ac13519ccf7992e21fe89958ee66ff01d3
13390,CVE-2023-50251,https://github.com/dompdf/php-svg-lib/commit/88163cbe562d9b391b3a352e54d9c89d02d77ee0,php-svg-lib,88163cbe562d9b391b3a352e54d9c89d02d77ee0,https://github.com//dompdf/php-svg-lib,4b43073f39bffbe2c52a61aebd591461669e3699
13391,CVE-2023-50252,https://github.com/dompdf/php-svg-lib/commit/08ce6a96d63ad7216315fae34a61c886dd2dc030,php-svg-lib,08ce6a96d63ad7216315fae34a61c886dd2dc030,https://github.com//dompdf/php-svg-lib,88163cbe562d9b391b3a352e54d9c89d02d77ee0
13392,CVE-2023-50254,https://github.com/linuxdeepin/deepin-reader/commit/4db7a079fb7bd77257b1b9208a7ab26aade8fe04,deepin-reader,4db7a079fb7bd77257b1b9208a7ab26aade8fe04,https://github.com//linuxdeepin/deepin-reader,bed45f324a7c29bdc8ca2d0e161ecab44c073210
13393,CVE-2023-50254,https://github.com/linuxdeepin/deepin-reader/commit/c192fd20a2fe4003e0581c3164489a89e06420c6,deepin-reader,c192fd20a2fe4003e0581c3164489a89e06420c6,https://github.com//linuxdeepin/deepin-reader,b21b915e1c450434d4afc98af5f61d750ac28a04
13394,CVE-2023-50255,https://github.com/linuxdeepin/deepin-compressor/commit/82f668c78c133873f5094cfab6e4eabc0b70e4b6,deepin-compressor,82f668c78c133873f5094cfab6e4eabc0b70e4b6,https://github.com//linuxdeepin/deepin-compressor,2e4ab1604ca751d45ab02724460ab94313f646f5
13395,CVE-2023-50256,https://github.com/Froxlor/Froxlor/commit/4b1846883d4828962add91bd844596d89a9c7cac,Froxlor,4b1846883d4828962add91bd844596d89a9c7cac,https://github.com//Froxlor/Froxlor,778fd3ba658fe9664b7bb877c9d822a256aedbd8
13396,CVE-2023-50257,https://github.com/eProsima/Fast-DDS/commit/072cbc9d6a71d869a5cbed1873c0cdd6cf67cda4,Fast-DDS,072cbc9d6a71d869a5cbed1873c0cdd6cf67cda4,https://github.com//eProsima/Fast-DDS,e1869863c06db7fbb366ae53760fbe6e754be026
13397,CVE-2023-50257,https://github.com/eProsima/Fast-DDS/commit/e1869863c06db7fbb366ae53760fbe6e754be026,Fast-DDS,e1869863c06db7fbb366ae53760fbe6e754be026,https://github.com//eProsima/Fast-DDS,43a186f136a04f6f37457a85d4fc5d32afe75513
13398,CVE-2023-50257,https://github.com/eProsima/Fast-DDS/commit/f07a0213e655202188840b864be4438ae1067a13,Fast-DDS,f07a0213e655202188840b864be4438ae1067a13,https://github.com//eProsima/Fast-DDS,ef180e220dd286b2bcc545536e78e46a6544ed3e
13399,CVE-2023-50257,https://github.com/eProsima/Fast-DDS/commit/f2e5ceae8fbea0a6c9445a366faaca0b98a8ef86,Fast-DDS,f2e5ceae8fbea0a6c9445a366faaca0b98a8ef86,https://github.com//eProsima/Fast-DDS,36254218a4eee641acb2c5ed4bb65de70a2c04c8
13400,CVE-2023-50262,https://github.com/dompdf/dompdf/commit/41cbac16f3cf56affa49f06e8dae66d0eac2b593,dompdf,41cbac16f3cf56affa49f06e8dae66d0eac2b593,https://github.com//dompdf/dompdf,e8d2d5e37e8b0b30f0732a011295ab80680d7e85
